case_id,iteration,convergence_delta,mae,rmse,bias,active_count,weight_entropy,top1_strategy,top1_weight,top3_strategies,top3_weights,dominant_cluster,cluster_weight
hvnc_2024,13,2.860098,36.7909,60.1258,-5.2001,11,2.3353,Lasso Calendar Augmented,0.110905,Lasso Calendar Augmented; Lasso Regression; Median Forecast Ensemble,0.110905; 0.110905; 0.104932,1,1.0
hvnc_2024,14,2.602377,36.1998,59.7114,-5.6437,11,2.3107,Lasso Calendar Augmented,0.111396,Lasso Calendar Augmented; Lasso Regression; Median Forecast Ensemble,0.111396; 0.111396; 0.105920,1,1.0
hvnc_2024,15,2.317251,35.8417,59.3478,-6.0373,10,2.294,Lasso Calendar Augmented,0.113947,Lasso Calendar Augmented; Lasso Regression; Median Forecast Ensemble,0.113947; 0.113947; 0.109793,1,1.0
hvnc_2024,16,2.094469,35.5708,59.0345,-6.395,10,2.289,Lasso Calendar Augmented,0.116371,Lasso Calendar Augmented; Lasso Regression; Elastic Net,0.116371; 0.116371; 0.111801,1,1.0
hvnc_2024,17,1.670465,35.3121,58.7535,-6.6972,11,2.3106,Lasso Calendar Augmented,0.116292,Lasso Calendar Augmented; Lasso Regression; Median Forecast Ensemble,0.116292; 0.116292; 0.111390,1,0.9937
hvnc_2024,18,1.335053,35.0662,58.4996,-6.9533,11,2.3173,Lasso Calendar Augmented,0.116006,Lasso Calendar Augmented; Lasso Regression; Median Forecast Ensemble,0.116006; 0.116006; 0.110311,1,0.9889
hvnc_2024,19,1.222206,34.8306,58.2649,-7.1673,11,2.3115,Stacked Ridge Meta,0.129851,Stacked Ridge Meta; Lasso Calendar Augmented; Lasso Regression,0.129851; 0.117270; 0.117270,1,0.9852
hvnc_2024,20,1.167691,34.6015,58.0474,-7.3381,11,2.3094,Stacked Ridge Meta,0.128703,Stacked Ridge Meta; Lasso Calendar Augmented; Lasso Regression,0.128703; 0.121197; 0.121197,1,0.9743
hvnc_2024,21,1.086772,34.365,57.8222,-7.4551,10,2.1602,Stacked Ridge Meta,0.173787,Stacked Ridge Meta; Lasso Calendar Augmented; Lasso Regression,0.173787; 0.134301; 0.134301,1,0.9693
hvnc_2024,22,1.251179,34.1063,57.5994,-7.4852,11,2.0867,Stacked Ridge Meta,0.218975,Stacked Ridge Meta; Lasso Calendar Augmented; Lasso Regression,0.218975; 0.142503; 0.142503,1,0.9483
hvnc_2024,23,1.298074,33.8459,57.3909,-7.4616,10,1.9824,Stacked Ridge Meta,0.244879,Stacked Ridge Meta; Lasso Calendar Augmented; Lasso Regression,0.244879; 0.159656; 0.159656,1,0.9323
hvnc_2024,24,2.154273,33.4857,57.1252,-7.3096,9,1.6482,Stacked Ridge Meta,0.425635,Stacked Ridge Meta; Elastic Net; Lag2Reversion,0.425635; 0.201755; 0.098858,1,0.8945
hvnc_2024,25,1.672497,33.1941,56.9037,-7.2206,9,1.7592,Stacked Ridge Meta,0.414804,Stacked Ridge Meta; Elastic Net; Median Forecast Ensemble,0.414804; 0.131602; 0.111705,1,0.9188
hvnc_2024,26,1.369089,32.945,56.7005,-7.1653,7,1.659,Stacked Ridge Meta,0.43882,Stacked Ridge Meta; Lasso Calendar Augmented; Lasso Regression,0.438820; 0.124465; 0.124465,1,0.9405
hvnc_2024,27,1.267539,32.709,56.5185,-7.097,7,1.6231,Stacked Ridge Meta,0.424555,Stacked Ridge Meta; Lasso Calendar Augmented; Lasso Regression,0.424555; 0.150612; 0.150612,1,0.9311
hvnc_2024,28,0.92242,32.5264,56.3681,-7.0704,7,1.5772,Stacked Ridge Meta,0.394312,Stacked Ridge Meta; Lasso Calendar Augmented; Lasso Regression,0.394312; 0.181441; 0.181441,1,0.9469
hvnc_2024,29,1.100112,32.3003,56.2268,-6.9511,5,1.4649,Stacked Ridge Meta,0.413067,Stacked Ridge Meta; PLSRegression; Lasso Calendar Augmented,0.413067; 0.179356; 0.165925,1,0.9243
hvnc_2024,30,1.102218,32.1119,56.135,-6.7939,6,1.4143,Stacked Ridge Meta,0.508633,Stacked Ridge Meta; PLSRegression; Lasso Calendar Augmented,0.508633; 0.183687; 0.107560,1,0.9074
hvnc_2024,31,0.597168,32.0097,56.0606,-6.7928,5,1.3839,Stacked Ridge Meta,0.347995,Stacked Ridge Meta; PLSRegression; Lasso Calendar Augmented,0.347995; 0.338484; 0.144535,1,0.9755
hvnc_2024,32,2.857217,31.9106,56.023,-6.3732,5,1.1978,Stacked Ridge Meta,0.452424,Stacked Ridge Meta; PLSRegression; Lag2Reversion,0.452424; 0.364506; 0.106096,1,0.8169
hvnc_2024,33,2.285434,31.8956,56.0164,-6.6375,8,1.9661,Lasso Calendar Augmented,0.203278,Lasso Calendar Augmented; Lasso Regression; PLSRegression,0.203278; 0.203278; 0.153074,1,1.0
hvnc_2024,34,1.519897,31.7466,55.9177,-6.5184,8,1.6244,Stacked Ridge Meta,0.435745,Stacked Ridge Meta; PLSRegression; Lasso Calendar Augmented,0.435745; 0.128950; 0.114885,1,0.8947
hvnc_2024,35,1.971713,31.7895,55.9173,-6.6863,8,1.8511,Lasso Calendar Augmented,0.225508,Lasso Calendar Augmented; Lasso Regression; Stacked Ridge Meta,0.225508; 0.225508; 0.172981,1,0.987
hvnc_2024,36,5.955299,32.0013,55.9772,-5.881,7,1.4527,Stacked Ridge Meta,0.49292,Stacked Ridge Meta; Lag2Reversion; Solar Forecast,0.492920; 0.184683; 0.135870,1,0.6131
hvnc_2024,37,2.82406,31.8845,55.9875,-6.2511,9,1.949,Lasso Calendar Augmented,0.217467,Lasso Calendar Augmented; Lasso Regression; PLSRegression,0.217467; 0.217467; 0.130202,1,1.0
hvnc_2024,38,2.144513,31.7689,55.9391,-6.4525,7,1.7005,Lasso Calendar Augmented,0.25822,Lasso Calendar Augmented; Lasso Regression; Stacked Ridge Meta,0.258220; 0.258220; 0.252976,1,1.0
hvnc_2024,39,1.273289,31.6393,55.8205,-6.3561,5,1.3433,Stacked Ridge Meta,0.480462,Stacked Ridge Meta; Lasso Calendar Augmented; Lasso Regression,0.480462; 0.190998; 0.190998,1,0.9061
hvnc_2024,40,1.75078,31.6031,55.7938,-6.5086,7,1.7863,Stacked Ridge Meta,0.312276,Stacked Ridge Meta; PLSRegression; Lasso Calendar Augmented,0.312276; 0.229256; 0.107276,1,1.0
hvnc_2024,41,3.86166,31.7042,55.8055,-6.0571,7,1.6568,Stacked Ridge Meta,0.397326,Stacked Ridge Meta; PLSRegression; Lag2Reversion,0.397326; 0.203028; 0.146215,1,0.7518
hvnc_2024,42,2.520274,31.5945,55.8183,-6.3667,7,1.875,Lasso Calendar Augmented,0.222583,Lasso Calendar Augmented; Lasso Regression; Mean Forecast Regression,0.222583; 0.222583; 0.146548,1,1.0
hvnc_2024,43,0.416098,31.5077,55.7526,-6.4102,7,1.706,Stacked Ridge Meta,0.368691,Stacked Ridge Meta; Lasso Calendar Augmented; Lasso Regression,0.368691; 0.182383; 0.182383,1,0.9497
hvnc_2024,44,1.253995,31.5112,55.7183,-6.2251,8,1.601,Stacked Ridge Meta,0.418945,Stacked Ridge Meta; PLSRegression; Lasso Calendar Augmented,0.418945; 0.221542; 0.112901,1,0.8822
hvnc_2024,45,2.000918,31.5112,55.7499,-6.4189,8,1.8967,PLSRegression,0.218434,PLSRegression; Lasso Calendar Augmented; Lasso Regression,0.218434; 0.195815; 0.195815,1,0.985
hvnc_2024,46,4.937745,31.6949,55.7455,-5.9199,9,1.5064,Stacked Ridge Meta,0.527148,Stacked Ridge Meta; Lag2Reversion; PLSRegression,0.527148; 0.180797; 0.091022,1,0.7082
hvnc_2024,47,2.860883,31.6113,55.7801,-6.3003,6,1.7453,Lasso Calendar Augmented,0.229021,Lasso Calendar Augmented; Lasso Regression; Median Forecast Ensemble,0.229021; 0.229021; 0.179382,1,1.0
